"지역구분코드","행정구역시도코드","학교급구분코드","학년","사교육비총비용","학생성별코드","가중값"
1,11,1,1,434.595823132823055000000000000000000001,1,242.645831716794
1,11,1,1,436.988093718875292000000000000000000001,2,168.940592994197
1,11,1,1,438.582940776243449999999999999999999999,2,169.905967811307
1,11,1,1,439.380364304927529000000000000000000001,2,190.65029634891
1,11,1,1,440.177787833611608,2,167.670362971685
1,11,1,1,442.100127009496214,1,228.780355618692
1,11,1,1,442.570058419663845,2,98.4983442084034
1,11,1,1,447.354599591768319,2,208.52376163162
1,11,1,1,454.53141134992503,1,98.4983442084034
1,11,1,1,456.0611836519013576,2,228.780355618692
1,11,1,1,457.612412167724151333333333333333333332,2,58.3213880181336
1,11,1,1,458.518528993345425000000000000000000001,2,169.905967811307
1,11,1,1,466.492764280186215,1,190.65029634891
1,11,1,1,47.84541172104474,2,190.65029634891
1,11,1,1,470.479881923606610000000000000000000001,1,167.670362971685
1,11,1,1,472.4734407453168075,1,168.940592994197
1,11,1,1,478.4541172104474,1,169.905967811307
1,11,1,1,478.4541172104474,2,242.645831716794
1,11,1,1,482.8198755498445495,2,115.427747119223
1,11,1,1,486.8270642616302295,2,98.4983442084034
1,11,1,1,488.636982484180026,2,182.042108369258
1,11,1,1,488.636982484180026,2,58.3213880181336
1,11,1,1,495.200011312813059,1,98.4983442084034
1,11,1,1,50.4149267642407963333333333333333333333,1,163.371122895488
1,11,1,1,50.4149267642407963333333333333333333333,1,165.186357594326
1,11,1,1,502.210231997629471166666666666666666668,1,115.427747119223
1,11,1,1,502.37682307096977,2,83.9474524503438
1,11,1,1,504.213112891259645,2,58.3213880181336
1,11,1,1,504.769093657022007,1,167.670362971685
1,11,1,1,504.769093657022007,2,242.645831716794
1,11,1,1,508.027338931964947666666666666666666668,1,165.186357594326
1,11,1,1,51.832529364465135,2,167.670362971685
1,11,1,1,511.905410221521932,1,212.315102752195
1,11,1,1,511.905410221521932,2,58.3213880181336
1,11,1,1,513.540752472546876000000000000000000001,1,83.9474524503438
1,11,1,1,523.539624090192885,1,171.27617722914
1,11,1,1,532.2802053966227325,2,208.52376163162
1,11,1,1,532.459188056173948966666666666666666668,1,182.042108369258
1,11,1,1,539.051909248420822333333333333333333332,1,171.27617722914
1,11,1,1,540.9909448931993145,1,228.780355618692
1,11,1,1,542.929980537977806666666666666666666668,1,58.3213880181336
1,11,1,1,545.6446304406676957,2,163.371122895488
1,11,1,1,55.81964700788553,1,189.627196217977
1,11,1,1,552.6251587618702675,2,194.622177522845
1,11,1,1,554.209352435434905000000000000000000001,1,72.2678068920351
1,11,1,1,562.183587722275695,1,189.627196217977
1,11,1,1,562.582299486617734500000000000000000001,1,168.940592994197
1,11,1,1,566.170705365696090000000000000000000001,1,83.9474524503438
1,11,1,1,566.5862154042754111,1,115.427747119223
1,11,1,1,574.14494065253688,1,98.4983442084034
1,11,1,1,581.71069343354765,1,58.3213880181336
1,11,1,1,59.806764651305925,1,83.9474524503438
1,11,1,1,595.675375927007013,1,98.4983442084034
1,11,1,1,596.074087691349052500000000000000000001,1,168.940592994197
1,11,1,1,597.222978591775587333333333333333333332,2,212.315102752195
1,11,1,1,600.061205334769447499999999999999999999,2,83.9474524503438
1,11,1,1,618.164563555383302733333333333333333332,2,115.427747119223
1,11,1,1,618.4019464945032645,1,208.52376163162
1,11,1,1,63.79388229472632,1,83.9474524503438
1,11,1,1,633.951705303842805,1,167.670362971685
1,11,1,1,633.951705303842805,2,169.905967811307
1,11,1,1,645.6988697112378915,2,182.042108369258
1,11,1,1,645.91305823410399,1,98.4983442084034
1,11,1,1,649.1891338718391774,2,194.622177522845
1,11,1,1,657.874411164365175,1,72.2678068920351
1,11,1,1,657.874411164365175,1,83.9474524503438
1,11,1,1,657.874411164365175,2,83.9474524503438
1,11,1,1,663.150190514244321,2,194.622177522845
1,11,1,1,675.8164405597569525,1,83.9474524503438
1,11,1,1,675.8164405597569525,2,98.4983442084034
1,11,1,1,679.4380899303836552,2,58.3213880181336
1,11,1,1,687.7777934900181375,2,168.940592994197
1,11,1,1,693.75846995514873,1,83.9474524503438
1,11,1,1,694.174760830700195666666666666666666668,2,228.780355618692
1,11,1,1,701.5430962808584659,1,115.427747119223
1,11,1,1,705.719822885409915,2,168.940592994197
1,11,1,1,705.719822885409915,2,72.2678068920351
1,11,1,1,707.748010344149640833333333333333333332,2,212.315102752195
1,11,1,1,709.687045988928133,1,171.27617722914
1,11,1,1,711.7004993505405075,2,168.940592994197
1,11,1,1,721.321259857599086,1,212.315102752195
1,11,1,1,732.955473726270039,2,68.0416193544892
1,11,1,1,734.1188951131371343,2,171.27617722914
1,11,1,1,741.60388167619347,2,169.905967811307
1,11,1,1,744.589687594940992,2,228.780355618692
1,11,1,1,756.223901463611945,1,68.0416193544892
1,11,1,1,756.223901463611945,2,194.622177522845
1,11,1,1,757.951064014217089499999999999999999999,1,98.4983442084034
1,11,1,1,765.52658753671584,2,169.905967811307
1,11,1,1,785.3094361352893275,2,182.042108369258
1,11,1,1,787.057022811185973,2,72.2678068920351
1,11,1,1,795.828681626710842000000000000000000001,2,98.4983442084034
1,11,1,1,81.439497080696671,1,58.3213880181336
1,11,1,1,814.39497080696671,1,115.427747119223
1,11,1,1,818.273042096523694333333333333333333332,2,212.315102752195
1,11,1,1,822.151113386080678666666666666666666668,1,58.3213880181336
1,11,1,1,826.029184675637663,1,182.042108369258
1,11,1,1,826.029184675637663,1,68.0416193544892
1,11,1,1,826.029184675637663,2,171.27617722914
1,11,1,1,826.029184675637663,2,194.622177522845
1,11,1,1,83.729470511828295,2,169.905967811307
1,11,1,1,83.729470511828295,2,189.627196217977
1,11,1,1,83.729470511828295,2,83.9474524503438
1,11,1,1,837.29470511828295,2,168.940592994197
1,11,1,1,841.281822761703345000000000000000000001,2,168.940592994197
1,11,1,1,846.066363933807819000000000000000000001,1,168.940592994197
1,11,1,1,849.256058048544135,1,168.940592994197
1,11,1,1,853.243175691964530000000000000000000001,1,168.940592994197
1,11,1,1,857.053754992093537666666666666666666668,2,58.3213880181336
1,11,1,1,857.230293335384924999999999999999999999,2,83.9474524503438
1,11,1,1,860.931826281650522,1,58.3213880181336
1,11,1,1,860.931826281650522,2,212.315102752195
1,11,1,1,872.566040150321475,1,68.0416193544892
1,11,1,1,899.493740355641112,1,98.4983442084034
1,11,1,1,905.075705056429664999999999999999999999,2,83.9474524503438
1,11,1,1,907.468681756334334,2,68.0416193544892
1,11,1,1,909.06282269985006,2,167.670362971685
1,11,1,1,915.0434991649806525,2,169.905967811307
1,11,1,1,921.4297383987394776,2,212.315102752195
1,11,1,1,930.73710949367624,2,163.371122895488
1,11,1,1,94.095976384721322,2,189.627196217977
1,11,1,1,940.0444805886130024,2,194.622177522845
1,11,1,1,942.371323362347193,2,212.315102752195
1,11,1,1,947.339152076685852,2,98.4983442084034
1,11,1,1,95.69082344208948,1,169.905967811307
1,11,1,1,95.69082344208948,1,98.4983442084034
1,11,1,1,95.69082344208948,2,83.9474524503438
1,11,1,1,954.005537231018146,1,212.315102752195
1,11,1,1,973.7837008077587661,1,194.622177522845
1,11,1,2,0,1,140.482654104512
1,11,1,2,0,1,144.942420901481
1,11,1,2,0,1,149.083632927238
1,11,1,2,0,1,149.083632927238
1,11,1,2,0,1,158.119004619797
1,11,1,2,0,1,161.081754832376
1,11,1,2,0,1,161.081754832376
1,11,1,2,0,1,161.081754832376
1,11,1,2,0,1,161.081754832376
1,11,1,2,0,1,170.844285428278
1,11,1,2,0,1,170.844285428278
1,11,1,2,0,1,173.930905081777
1,11,1,2,0,1,173.930905081777
1,11,1,2,0,1,173.930905081777
1,11,1,2,0,1,173.930905081777
1,11,1,2,0,1,182.627450335866
1,11,1,2,0,1,182.627450335866
1,11,1,2,0,1,182.627450335866
1,11,1,2,0,1,206.515070297918
1,11,1,2,0,1,238.639636788706
1,11,1,2,0,1,77.5132321234761
1,11,1,2,0,1,96.4609110869925
1,11,1,2,0,2,140.482654104512
1,11,1,2,0,2,149.083632927238
1,11,1,2,0,2,149.083632927238
1,11,1,2,0,2,149.083632927238
1,11,1,2,0,2,167.793494617059
1,11,1,2,0,2,173.930905081777
1,11,1,2,0,2,173.930905081777
1,11,1,2,0,2,206.515070297918
1,11,1,2,0,2,206.515070297918
1,11,1,2,0,2,208.717086098133
1,11,1,2,0,2,208.717086098133
1,11,1,2,0,2,208.717086098133
1,11,1,2,0,2,238.639636788706
1,11,1,2,0,2,238.639636788706
1,11,1,2,0,2,77.5132321234761
1,11,1,2,0,2,96.4609110869925
1,11,1,2,0,2,96.4609110869925
1,11,1,2,0,2,96.4609110869925
1,11,1,2,1000.542392705701958,1,206.515070297918
1,11,1,2,1016.05467786392989533333333333333333333,2,87.5149394942472
1,11,1,2,1017.9111343652268435,2,149.083632927238
1,11,1,2,1017.9111343652268435,2,158.119004619797
1,11,1,2,102.867635200246191,1,149.083632927238
1,11,1,2,1023.810820443043864,2,182.627450335866
1,11,1,2,103.5445034311714817,2,98.6532045207878
1,11,1,2,1031.56696302215783266666666666666666667,1,206.515070297918
1,11,1,2,1037.38406995649330916666666666666666667,1,87.5149394942472
1,11,1,2,1047.07924818038577,1,170.844285428278
1,11,1,2,1047.07924818038577,1,87.5149394942472
1,11,1,2,105.6586175506404675,2,96.4609110869925
1,11,1,2,1061.0403048227909136,2,87.5149394942472
1,11,1,2,1066.46960462817069166666666666666666667,2,80.3840925724937
1,11,1,2,1076.52176372350665,1,88.3290319546588
1,11,1,2,1081.981889786398629,2,80.3840925724937
1,11,1,2,1093.616103655069582,1,87.5149394942472
1,11,1,2,1098.2697892025379632,1,98.6532045207878
1,11,1,2,1105.250317523740535,2,87.5149394942472
1,11,1,2,1109.12838881329751933333333333333333333,2,182.627450335866
1,11,1,2,111.63929401577106,1,96.4609110869925
1,11,1,2,1113.00646010285450366666666666666666667,1,144.942420901481
1,11,1,2,1117.190363686394679,2,167.793494617059
1,11,1,2,1128.518745261082441,1,80.3840925724937
1,11,1,2,113.6328528374812575,2,96.4609110869925
1,11,1,2,1136.328528374812575,1,88.3290319546588
1,11,1,2,1140.152959129753394,1,178.979727591529
1,11,1,2,115.626411659191455,1,140.482654104512
1,11,1,2,1169.2384938014307765,2,144.942420901481
1,11,1,2,1180.18682245243692,2,167.793494617059
1,11,1,2,1186.689814604437206,1,170.844285428278
1,11,1,2,119.61352930261185,2,149.083632927238
1,11,1,2,119.61352930261185,2,161.081754832376
1,11,1,2,119.61352930261185,2,77.5132321234761
1,11,1,2,119.61352930261185,2,96.4609110869925
1,11,1,2,119.61352930261185,2,96.4609110869925
1,11,1,2,1196.1352930261185,1,158.119004619797
1,11,1,2,1196.1352930261185,1,167.793494617059
1,11,1,2,1196.1352930261185,2,88.3290319546588
1,11,1,2,1198.324028473108159,2,144.942420901481
1,11,1,2,120.9958242341779112,1,173.930905081777
1,11,1,2,1213.83631363133609633333333333333333333,2,87.5149394942472
1,11,1,2,122.1592456210450065,2,144.942420901481
1,11,1,2,1233.226670079121018,1,98.6532045207878
1,11,1,2,1233.226670079121018,2,80.3840925724937
1,11,1,2,1240.98281265823498666666666666666666667,1,80.3840925724937
1,11,1,2,1244.860883947791971,2,87.5149394942472
1,11,1,2,125.5942057677424425,1,158.119004619797
1,11,1,2,127.976352555380483,1,149.083632927238
1,11,1,2,127.976352555380483,2,144.942420901481
1,11,1,2,1275.8776458945264,1,88.3290319546588
1,11,1,2,1299.5416891305454501,1,149.083632927238
1,11,1,2,13.9549117519713825,1,140.482654104512
1,11,1,2,1311.1759029992164031,1,149.083632927238
1,11,1,2,1314.666167159817689,2,182.627450335866
1,11,1,2,1315.74882232873035,1,88.3290319546588
1,11,1,2,1315.74882232873035,2,88.3290319546588
1,11,1,2,1326.300381028488642,1,182.627450335866
1,11,1,2,1349.568808765830548,2,80.3840925724937
1,11,1,2,1356.5493370870331198,2,144.942420901481
1,11,1,2,1357.6135575846444975,1,88.3290319546588
1,11,1,2,138.751693991029746,2,208.717086098133
1,11,1,2,139.610566424051436,2,173.930905081777
1,11,1,2,139.610566424051436,2,182.627450335866
1,11,1,2,139.610566424051436,2,87.5149394942472
1,11,1,2,1392.22759295095737566666666666666666667,1,87.5149394942472
1,11,1,2,1419.41388105766062,1,208.717086098133
1,11,1,2,1429.3816751662116075,1,88.3290319546588
1,11,1,2,143.53623516313422,1,149.083632927238
1,11,1,2,143.53623516313422,1,208.717086098133
1,11,1,2,143.53623516313422,1,208.717086098133
1,11,1,2,143.53623516313422,2,167.793494617059
1,11,1,2,143.53623516313422,2,208.717086098133
1,11,1,2,1435.3623516313422,1,88.3290319546588
1,11,1,2,1492.6696393504832699,1,87.5149394942472
1,11,1,2,1498.7575221617264805,2,88.3290319546588
1,11,1,2,151.244780292722389,1,173.930905081777
1,11,1,2,151.244780292722389,2,173.930905081777
1,11,1,2,151.244780292722389,2,173.930905081777
1,11,1,2,151.244780292722389,2,182.627450335866
