"","종목코드","종목명","시장구분","산업분류","현재가.종가.","전일대비","시가총액.원.","일자","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물..일련번호","총카운트"
"510","119610","인터로조","코스닥","의료·정밀기기",25050,350,284180226000,"2019-09-20","-",25000,"1,296","19.29","10,695","2.34",300,1.2,860,NA
"511","131970","테스나","코스닥","IT H/W",41350,1050,283247500000,"2019-09-20","-",40150,"2,433","16.5","11,891","3.38",170,0.42,382,NA
"512","089600","나스미디어","코스닥","기타서비스",32350,-650,283214253850,"2019-09-20","-",33500,"2,161","15.5","15,088","2.22",530,1.58,1260,NA
"513","174900","앱클론","코스닥","제약",39400,550,282734400000,"2019-09-20","-",38850,"-","-","2,612","14.87",0,0,952,NA
"514","028100","동아지질","코스피","건설업",24400,50,2.806e+11,"2019-09-20","-",24150,"1,658","14.57","15,197","1.59",200,0.83,1608,NA
"515","041140","넥슨지티","코스닥","IT S/W & SVC",7910,130,279802977020,"2019-09-20","-",7870,"-","-","2,905","2.71",0,0,1205,NA
"516","011760","현대상사","코스피","유통업",21100,-250,279131182600,"2019-09-20","-",20950,"-","-","23,039","0.91",600,2.86,1838,NA
"517","080420","모다이노칩","코스닥","IT H/W",3500,115,279025677000,"2019-09-20","-",3360,"347","9.68","4,317","0.78",0,0,1251,NA
"518","166090","하나머티리얼즈","코스닥","IT H/W",14200,200,278712970800,"2019-09-20","-",14250,"1,892","7.53","6,227","2.29",250,1.75,547,NA
"519","225570","넷게임즈","코스닥","IT S/W & SVC",11500,-550,276244087500,"2019-09-20","관리종목",12000,"-","-","778","15.42",0,0,1061,NA
"520","053030","바이넥스","코스닥","제약",8660,270,274877475680,"2019-09-20","-",8540,"203","42.07","4,709","1.81",0,0,1223,NA
"521","000050","경방","코스피","유통업",10000,40,274152700000,"2019-09-20","-",9960,"740","13.46","25,854","0.39",125,1.26,1365,NA
"522","039440","에스티아이","코스닥","IT H/W",17300,950,2.73859e+11,"2019-09-20","-",16500,"1,328","12.42","9,558","1.73",250,1.52,151,NA
"523","016590","신대양제지","코스피","종이목재",67800,-1000,273219219600,"2019-09-20","-",69300,"19,674","3.52","90,415","0.77",750,1.08,1574,NA
"524","002310","아세아제지","코스피","종이목재",30450,200,272725485900,"2019-09-20","-",30650,"8,785","3.49","59,569","0.51",750,2.45,1424,NA
"525","037710","광주신세계","코스피","유통업",170000,-1000,2.72e+11,"2019-09-20","-",171000,"28,183","6.07","387,910","0.44",3000,1.75,1619,NA
"526","005810","풍산홀딩스","코스피","금융업",34600,-600,271096778200,"2019-09-20","-",35400,"5,394","6.56","89,766","0.39",1700,4.8,1486,NA
"527","078600","대주전자재료","코스닥","IT H/W",18600,-350,270652785000,"2019-09-20","-",19400,"27","718.52","5,376","3.61",0,0,727,NA
"528","018290","지엠피","코스닥","일반전기전자",9900,-40,269278693200,"2019-09-20","-",10000,"276","36.23","1,965","5.09",0,0,959,NA
"529","004380","삼익THK","코스피","기계",12800,0,2.688e+11,"2019-09-20","-",12800,"875","14.63","8,955","1.43",300,2.34,1464,NA
"530","220630","해마로푸드서비스","코스닥","유통",2830,0,267972020800,"2019-09-20","-",2855,"181","15.77","767","3.72",30,1.05,909,NA
"531","068400","AJ렌터카","코스피","서비스업",12100,-150,267970230000,"2019-09-20","-",12450,"172","72.38","11,150","1.12",0,0,1353,NA
"532","033920","무학","코스피","음식료품",9350,-30,2.66475e+11,"2019-09-20","-",9500,"-","-","17,770","0.53",350,3.68,1842,NA
"533","025000","KPX케미칼","코스피","화학",54900,-300,2.65716e+11,"2019-09-20","-",54900,"2,325","23.61","89,874","0.61",2000,3.64,1873,NA
"534","121800","비덴트","코스닥","IT H/W",9500,20,264798468500,"2019-09-20","-",9670,"2,571","3.76","8,693","1.11",0,0,937,NA
"535","110790","크리스에프앤씨","코스닥","섬유·의류",22500,-50,263598300000,"2019-09-20","-",23600,"3,160","7.47","17,486","1.35",280,1.19,744,NA
"536","104480","티케이케미칼","코스닥","화학",2900,-40,263596758600,"2019-09-20","-",2940,"329","8.94","2,856","1.03",0,0,348,NA
"537","023900","풍국주정","코스닥","음식료·담배",20900,1100,2.6334e+11,"2019-09-20","-",20100,"831","24.19","10,184","1.97",200,1,88,NA
"538","007690","국도화학","코스피","화학",45100,50,262058781600,"2019-09-20","-",45500,"8,056","5.65","84,082","0.54",1500,3.3,1836,NA
"539","000140","하이트진로홀딩스","코스피","금융업",11250,0,261076106250,"2019-09-20","-",11450,"-","-","20,450","0.56",200,1.75,1368,NA
"540","035890","서희건설","코스닥","건설",1260,-20,260922296880,"2019-09-20","-",1230,"208","5.91","1,617","0.76",15,1.22,1191,NA
"541","038290","마크로젠","코스닥","기타서비스",24600,350,260894168400,"2019-09-20","-",24600,"353","69.69","11,214","2.19",0,0,1199,NA
"542","002030","아세아","코스피","서비스업",119000,-1000,260731856000,"2019-09-20","-",120500,"26,329","4.58","336,112","0.36",1750,1.45,1419,NA
"543","189300","인텔리안테크","코스닥","일반전기전자",34450,-1750,259770293900,"2019-09-20","-",35650,"1,319","27.03","10,286","3.47",100,0.28,1033,NA
"544","000970","한국주철관","코스피","철강금속",11300,-200,257645650000,"2019-09-20","-",11450,"305","37.54","11,481","1",200,1.75,1970,NA
"545","00104K","CJ4우(전환)","코스피","금융업",60800,600,256971929600,"2019-09-20","-",59600,"-","-","-","-",NA,NA,1914,NA
"546","078150","HB테크놀러지","코스닥","기계·장비",3250,-45,256718884500,"2019-09-20","-",3295,"88","37.44","1,960","1.68",20,0.61,280,NA
"547","009520","포스코엠텍","코스닥","금속",6160,-180,256519050480,"2019-09-20","-",6320,"339","18.64","2,119","2.98",80,1.27,510,NA
"548","067280","멀티캠퍼스","코스닥","IT S/W & SVC",43150,-850,255740513850,"2019-09-20","-",44300,"2,946","15.04","16,056","2.76",500,1.13,254,NA
"549","102260","동성코퍼레이션","코스피","서비스업",5620,20,255400731400,"2019-09-20","-",5610,"-","-","6,223","0.9",200,3.57,1846,NA
"550","100120","뷰웍스","코스닥","의료·정밀기기",25500,250,255047557500,"2019-09-20","-",25400,"2,095","12.12","14,077","1.8",300,1.18,1271,NA
"551","009160","SIMPAC","코스피","기계",3895,360,254847964820,"2019-09-20","-",3445,"1,678","2.05","6,649","0.52",60,1.74,1529,NA
"552","002620","제일파마홀딩스","코스피","서비스업",15950,0,254775012250,"2019-09-20","-",15500,"1,363","11.37","30,697","0.5",70,0.45,1431,NA
"553","013030","하이록코리아","코스닥","금속",18700,0,254567438400,"2019-09-20","-",19850,"848","23.41","24,637","0.81",500,2.52,1162,NA
"554","030520","한글과컴퓨터","코스닥","IT S/W & SVC",10400,-50,254179317600,"2019-09-20","-",10350,"299","34.62","8,613","1.2",200,1.93,1181,NA
"555","089980","상아프론테크","코스닥","화학",16600,-150,253966437800,"2019-09-20","-",17000,"854","19.91","8,358","2.03",160,0.94,1020,NA
"556","319660","피에스케이","코스닥","IT H/W",17150,200,253220093000,"2019-09-20","-",17400,"-","-","-","-",NA,NA,784,NA
"557","123860","아나패스","코스닥","IT H/W",25000,-300,253192500000,"2019-09-20","-",26000,"-","-","6,840","3.8",250,0.96,906,NA
"558","015860","일진홀딩스","코스피","금융업",5130,-560,253152587790,"2019-09-20","-",5180,"-","-","5,493","0.94",70,1.35,1570,NA
"559","041190","우리기술투자","코스닥","금융",3005,-40,2.5242e+11,"2019-09-20","-",3130,"129","24.26","779","4.02",10,0.32,160,NA
"560","161000","애경유화","코스피","화학",7850,-20,2.51514e+11,"2019-09-20","-",7780,"1,682","4.63","10,767","0.72",350,4.5,1686,NA
"561","004700","조광피혁","코스피","기타제조",37800,950,251337416400,"2019-09-20","-",36650,"3,799","9.65","35,688","1.03",0,0,1470,NA
"562","000430","대원강업","코스피","운수장비",4045,-30,2.5079e+11,"2019-09-20","-",3880,"281","13.81","7,509","0.52",115,2.96,1376,NA
"563","051370","인터플렉스","코스닥","IT H/W",10750,200,250770324000,"2019-09-20","-",10750,"-","-","10,474","1.03",0,0,854,NA
"564","040910","아이씨디","코스닥","IT H/W",14750,350,249511014750,"2019-09-20","-",14300,"1,858","7.7","7,846","1.82",150,1.05,1102,NA
"565","084690","대상홀딩스","코스피","금융업",6890,30,249504386820,"2019-09-20","-",6850,"632","10.84","14,078","0.49",190,2.77,1650,NA
"566","074610","나노메딕스","코스피","기계",7320,20,249212064480,"2019-09-20","-",7450,"-","-","1,170","6.37",0,0,1944,NA
"567","019210","와이지-원","코스닥","금속",8130,30,248017015740,"2019-09-20","-",8090,"717","11.28","10,518","0.77",200,2.47,1169,NA
"568","229640","LS전선아시아","코스피","금융업",8050,20,246530275950,"2019-09-20","-",7980,"323","24.71","4,078","1.96",160,2.01,1695,NA
"569","282880","코윈테크","코스닥","기계·장비",27000,-150,246176469000,"2019-09-20","-",26800,"1,477","18.14","3,018","8.88",50,0.19,13,NA
"570","036630","세종텔레콤","코스닥","통신방송서비스",409,1,245533385534,"2019-09-20","-",412,"-","-","553","0.75",0,0,1195,NA
"571","036530","S&T홀딩스","코스피","금융업",15050,50,245373484300,"2019-09-20","-",14900,"1,701","8.76","40,395","0.37",400,2.68,1617,NA
"572","136490","선진","코스피","음식료품",10300,0,244929921200,"2019-09-20","-",10600,"754","14.06","13,312","0.8",50,0.47,1680,NA
"573","095270","웨이브일렉트로","코스닥","IT H/W",22300,100,244133330900,"2019-09-20","-",22650,"-","-","3,950","5.73",0,0,1120,NA
"574","176440","에이치엔티","코스닥","IT H/W",14200,-500,243499739800,"2019-09-20","-",14800,"18","822.22","3,616","4.09",0,0,1116,NA
"575","027740","마니커","코스피","음식료품",1525,200,241670705850,"2019-09-20","-",1360,"-","-","649","2.1",0,0,1363,NA
"576","208340","파멥신","코스닥","제약",34950,-1200,241532774550,"2019-09-20","-",36950,"-","-","9,521","3.88",0,0,1004,NA
"577","065530","전파기지국","코스닥","통신방송서비스",4550,80,2.40513e+11,"2019-09-20","-",4355,"22","197.95","1,321","3.3",50,1.15,632,NA
"578","138690","엘아이에스","코스닥","IT H/W",15000,50,240404565000,"2019-09-20","-",14800,"9","1,644.44","2,320","6.38",0,0,1094,NA
"579","004980","성신양회","코스피","비금속광물",9800,-200,240257515400,"2019-09-20","-",9800,"669","14.65","15,319","0.64",150,1.53,1816,NA
"580","267260","현대일렉트릭","코스피","전기전자",11800,250,240214193000,"2019-09-20","-",11250,"-","-","41,804","0.27",0,0,2204,NA
"581","195870","해성디에스","코스피","전기전자",14100,950,2.397e+11,"2019-09-20","-",13150,"1,226","10.73","11,549","1.14",300,2.28,1688,NA
"582","067390","아스트","코스닥","운송장비·부품",9320,20,239334356640,"2019-09-20","-",9320,"235","39.66","6,040","1.54",0,0,1241,NA
"583","091810","티웨이항공","코스피","운수창고업",5060,-40,237692548720,"2019-09-20","-",5090,"946","5.38","4,805","1.06",0,0,1656,NA
"584","272550","삼양패키징","코스피","화학",16700,50,237303726800,"2019-09-20","-",16700,"1,507","11.08","18,679","0.89",500,2.99,1700,NA
"585","067080","대화제약","코스닥","제약",13000,100,236924662000,"2019-09-20","-",12900,"376","34.31","4,218","3.06",150,1.16,1238,NA
"586","063570","한국전자금융","코스닥","통신방송서비스",6920,-80,236302277760,"2019-09-20","-",7110,"702","10.13","4,546","1.56",110,1.55,1233,NA
"587","200670","휴메딕스","코스닥","제약",23550,-100,234821618700,"2019-09-20","-",23750,"966","24.59","10,262","2.31",600,2.53,759,NA
"588","003070","코오롱글로벌","코스피","건설업",9290,-40,234204969020,"2019-09-20","-",9250,"569","16.26","17,342","0.53",100,1.08,1771,NA
"589","104700","한국철강","코스피","철강금속",5070,-60,233473500000,"2019-09-20","-",5150,"264","19.51","15,575","0.33",200,3.88,1665,NA
"590","086820","바이오솔루션","코스닥","제약",29000,-300,233031704000,"2019-09-20","-",30000,"201","149.25","6,252","4.8",0,0,1119,NA
"591","140860","파크시스템스","코스닥","의료·정밀기기",34950,50,232943672250,"2019-09-20","-",35200,"844","41.71","5,434","6.48",100,0.28,987,NA
"592","251370","와이엠티","코스닥","화학",31400,-150,232523280000,"2019-09-20","-",32750,"992","33.01","8,617","3.8",0,0,456,NA
"593","226950","올릭스","코스닥","기타서비스",35650,-900,231978863650,"2019-09-20","-",37800,"-","-","8,447","4.47",0,0,1297,NA
"594","001940","KISCO홀딩스","코스피","철강금속",12550,-50,231878569000,"2019-09-20","-",12550,"1,658","7.57","42,154","0.3",280,2.23,1417,NA
"595","005390","신성통상","코스피","유통업",1610,-60,231370507900,"2019-09-20","-",1655,"52","31.83","1,602","1.03",0,0,1910,NA
"596","025320","시노펙스","코스닥","IT H/W",3255,0,230002534755,"2019-09-20","-",3255,"10","325.5","976","3.34",0,0,1147,NA
"597","066700","테라젠이텍스","코스닥","제약",7430,-60,229922412490,"2019-09-20","-",7780,"-","-","2,617","2.97",0,0,656,NA
"598","000020","동화약품","코스피","의약품",8230,-110,229875998100,"2019-09-20","-",8210,"365","22.49","10,636","0.77",120,1.46,1952,NA
"599","004360","세방","코스피","운수창고업",11900,-200,229773411000,"2019-09-20","-",12350,"1,908","6.47","35,378","0.35",175,1.42,1462,NA
"600","042520","한스바이오메드","코스닥","제약",23200,-300,229736932800,"2019-09-20","-",22850,"417","54.8","6,625","3.45",100,0.44,922,NA
"601","101530","해태제과식품","코스피","음식료품",7860,-40,228858220920,"2019-09-20","-",7930,"92","86.2","9,832","0.81",150,1.89,1661,NA
"602","228670","레이","코스닥","의료·정밀기기",34350,0,228539721450,"2019-09-20","-",32700,"960","34.06","4,673","7",0,0,1034,NA
"603","092230","KPX홀딩스","코스피","화학",54000,-200,228130884000,"2019-09-20","-",54300,"901","60.27","143,401","0.38",2600,4.79,1877,NA
"604","243840","신흥에스이씨","코스닥","IT H/W",34800,-550,227998568400,"2019-09-20","-",35700,"1,468","24.32","12,812","2.79",150,0.42,452,NA
"605","049070","인탑스","코스닥","IT H/W",13250,0,2.279e+11,"2019-09-20","-",13100,"1,314","9.97","23,429","0.56",200,1.53,897,NA
"606","043370","평화정공","코스닥","운송장비·부품",10850,650,2.2785e+11,"2019-09-20","-",10000,"2,135","4.68","25,862","0.39",160,1.6,853,NA
"607","004060","SG세계물산","코스피","유통업",1115,-15,225703830400,"2019-09-20","-",1120,"33","33.94","973","1.15",0,0,1860,NA
"608","015360","예스코홀딩스","코스피","금융업",37450,-1250,2.247e+11,"2019-09-20","-",37450,"1,625","23.05","97,699","0.38",1500,4.01,1569,NA
"609","003120","일성신약","코스피","의약품",84200,0,2.23972e+11,"2019-09-20","-",83800,"2,192","38.23","121,930","0.69",750,0.89,1441,NA
"610","026890","디피씨","코스피","전기전자",5360,10,223395018000,"2019-09-20","-",5430,"303","17.92","3,490","1.56",70,1.29,1606,NA
"611","045100","한양이엔지","코스닥","기타서비스",12400,100,2.232e+11,"2019-09-20","-",12300,"4,359","2.82","16,968","0.72",400,3.25,1215,NA
"612","085370","루트로닉","코스닥","의료·정밀기기",8770,-120,223071264400,"2019-09-20","-",8830,"-","-","5,003","1.76",0,0,1152,NA
"613","159580","제로투세븐","코스닥","유통",11100,700,222362259600,"2019-09-20","-",10400,"-","-","3,160","3.29",0,0,399,NA
"614","031330","에스에이엠티","코스닥","유통",2215,10,221489073405,"2019-09-20","-",2190,"321","6.82","2,142","1.02",130,5.94,886,NA
"615","016250","이테크건설","코스닥","건설",78900,1700,2.2092e+11,"2019-09-20","-",77700,"13,248","5.87","101,364","0.77",1000,1.29,1167,NA
"616","004710","한솔테크닉스","코스피","전기전자",6860,210,220273763080,"2019-09-20","-",6700,"-","-","8,394","0.8",0,0,1895,NA
"617","060280","큐렉소","코스닥","유통",6600,280,220157869800,"2019-09-20","-",6260,"-","-","2,099","2.98",0,0,228,NA
"618","064260","다날","코스닥","IT S/W & SVC",3560,-55,219878825400,"2019-09-20","-",3620,"52","69.62","2,809","1.29",0,0,966,NA
"619","009270","신원","코스피","섬유의복",2585,-65,219834859915,"2019-09-20","-",2620,"-","-","2,389","1.1",0,0,1894,NA
"620","082920","비츠로셀","코스닥","IT H/W",10200,-100,219699350400,"2019-09-20","-",10400,"715","14.55","5,596","1.86",0,0,730,NA
"621","092130","이크레더블","코스닥","기타서비스",18200,0,219193520000,"2019-09-20","-",18150,"1,040","17.45","3,996","4.54",670,3.69,318,NA
"622","058400","KNN","코스닥","통신방송서비스",1655,35,219171186600,"2019-09-20","-",1540,"59","26.1","1,439","1.07",25,1.62,1227,NA
"623","011040","경동제약","코스닥","제약",8250,-10,219037500000,"2019-09-20","-",8330,"222","37.52","7,974","1.04",300,3.6,63,NA
"624","054780","키이스트","코스닥","오락·문화",2550,-15,217659919050,"2019-09-20","-",2600,"-","-","602","4.32",0,0,1063,NA
"625","214180","민앤지","코스닥","IT S/W & SVC",17150,-50,217504463400,"2019-09-20","-",17500,"1,074","16.29","7,545","2.32",260,1.49,928,NA
"626","001200","유진투자증권","코스피","금융업",2245,-5,217465108410,"2019-09-20","-",2270,"480","4.73","7,760","0.29",60,2.64,1395,NA
"627","079980","휴비스","코스피","화학",6300,-30,2.1735e+11,"2019-09-20","-",6330,"561","11.28","11,745","0.54",300,4.74,2155,NA
"628","000540","흥국화재","코스피","금융업",3380,-50,217140140100,"2019-09-20","-",3430,"695","4.94","10,466","0.33",0,0,1380,NA
"629","067990","도이치모터스","코스닥","유통",7700,-40,215887556500,"2019-09-20","-",8040,"1,328","6.05","6,837","1.18",0,0,781,NA
"630","014990","인디에프","코스피","섬유의복",3650,-125,215105431750,"2019-09-20","-",3780,"4","945","1,124","3.36",0,0,1728,NA
"631","043610","지니뮤직","코스닥","IT S/W & SVC",3700,-40,215027120600,"2019-09-20","-",3740,"116","32.24","2,502","1.49",0,0,701,NA
"632","102460","이연제약","코스피","의약품",12800,-1300,2.14656e+11,"2019-09-20","-",14200,"81","175.31","13,329","1.07",500,3.52,1663,NA
"633","215360","우리산업","코스닥","운송장비·부품",23500,0,214605830500,"2019-09-20","-",23450,"1,338","17.53","11,913","1.97",100,0.43,1292,NA
"634","206640","바디텍메드","코스닥","제약",9140,160,214502473880,"2019-09-20","-",9120,"-","-","2,790","3.27",50,0.55,861,NA
"635","238090","앤디포스","코스닥","비금속",5100,-10,213980802000,"2019-09-20","-",5110,"-","-","2,018","2.53",26,0.51,646,NA
"636","003030","세아제강지주","코스피","금융업",51600,200,213709501200,"2019-09-20","-",51300,"65,799","0.78","227,270","0.23",1800,3.51,1730,NA
"637","201490","미투온","코스닥","IT S/W & SVC",6830,50,213490569100,"2019-09-20","-",6800,"345","19.71","2,219","3.06",0,0,761,NA
"638","089030","테크윙","코스닥","IT H/W",11000,100,212506646000,"2019-09-20","-",11150,"1,091","10.22","8,686","1.28",230,2.06,857,NA
"639","007160","사조산업","코스피","어업",42450,200,2.1225e+11,"2019-09-20","-",42550,"7,202","5.91","83,527","0.51",250,0.59,1506,NA
"640","002020","코오롱","코스피","금융업",16800,50,212123956800,"2019-09-20","-",17100,"106","161.32","52,100","0.33",500,2.92,1418,NA
"641","183300","코미코","코스닥","IT H/W",24150,200,211916250000,"2019-09-20","-",24200,"3,363","7.2","10,722","2.26",400,1.65,409,NA
"642","109740","디에스케이","코스닥","기계·장비",10400,-200,211689535200,"2019-09-20","-",10500,"980","10.71","5,191","2.02",0,0,743,NA
"643","086980","쇼박스","코스닥","오락·문화",3380,-40,2.11588e+11,"2019-09-20","-",3310,"70","47.29","2,248","1.47",50,1.51,307,NA
"644","063080","게임빌","코스닥","IT S/W & SVC",32000,-100,211046144000,"2019-09-20","-",32000,"-","-","35,689","0.9",0,0,1232,NA
"645","001270","부국증권","코스피","금융업",20350,100,211027180100,"2019-09-20","-",20250,"3,194","6.34","34,534","0.59",1200,5.93,1976,NA
"646","009190","대양금속","코스피","철강금속",17100,800,210636654300,"2019-09-20","-",15800,"401","39.4","1,206","13.1",0,0,1931,NA
"647","004970","신라교역","코스피","어업",13100,100,2.096e+11,"2019-09-20","-",13150,"2,525","5.21","31,862","0.41",500,3.8,1477,NA
"648","060720","KH바텍","코스닥","IT H/W",9910,-140,209455599620,"2019-09-20","-",10050,"-","-","8,612","1.17",0,0,32,NA
"649","148150","세경하이테크","코스닥","일반전기전자",36000,1000,2.09412e+11,"2019-09-20","-",33900,"7,020","4.83","18,329","1.85",0,0,1066,NA
"650","013580","계룡건설","코스피","건설업",23400,-350,208983223800,"2019-09-20","-",23700,"10,423","2.27","43,825","0.54",500,2.11,1561,NA
"651","075580","세진중공업","코스피","운수장비",5440,80,208747596800,"2019-09-20","-",5480,"46","119.13","4,048","1.35",20,0.36,1644,NA
"652","245620","EDGC","코스닥","기타서비스",5770,-20,208717863800,"2019-09-20","-",5780,"-","-","1,235","4.68",0,0,453,NA
"653","014470","부방","코스닥","금융",3475,25,208681603500,"2019-09-20","-",3450,"43","80.23","3,408","1.01",0,0,1163,NA
"654","052260","SK바이오랜드","코스닥","화학",13900,100,2.085e+11,"2019-09-20","-",13900,"1,003","13.86","9,927","1.4",300,2.16,192,NA
"655","003570","S&T중공업","코스피","운수장비",6250,30,207829356250,"2019-09-20","-",6220,"716","8.69","18,284","0.34",200,3.22,1759,NA
"656","054950","제이브이엠","코스닥","기계·장비",32800,-100,207653782400,"2019-09-20","-",32700,"1,353","24.17","19,455","1.68",350,1.07,216,NA
"657","251970","펌텍코리아","코스닥","화학",16700,-50,2.0708e+11,"2019-09-20","-",17150,"2,134","8.04","6,744","2.54",0,0,1079,NA
"658","057500","SKC 솔믹스","코스닥","IT H/W",3360,35,206619974400,"2019-09-20","-",3385,"399","8.48","1,551","2.18",0,0,718,NA
"659","001250","GS글로벌","코스피","유통업",2500,10,206334410000,"2019-09-20","-",2510,"249","10.08","4,636","0.54",25,1,1396,NA
"660","044490","태웅","코스닥","금속",10300,-50,206076024300,"2019-09-20","-",10500,"-","-","30,137","0.35",0,0,1214,NA
"661","036030","KTH","코스닥","유통",5770,60,206075676940,"2019-09-20","-",5910,"25","236.4","5,793","1.02",0,0,689,NA
"662","001790","대한제당","코스피","음식료품",23300,1450,205972046600,"2019-09-20","-",23800,"1,124","21.17","46,941","0.51",550,2.31,1415,NA
"663","035510","신세계 I&C","코스피","서비스업",119500,-1500,2.0554e+11,"2019-09-20","-",122500,"17,877","6.85","111,785","1.1",1500,1.22,2119,NA
"664","000680","LS네트웍스","코스피","유통업",2600,15,204887841600,"2019-09-20","-",2530,"222","11.4","8,096","0.31",0,0,1384,NA
"665","095570","AJ네트웍스","코스피","서비스업",4375,-25,204847540625,"2019-09-20","-",4405,"1,124","3.92","7,231","0.61",100,2.27,1658,NA
"666","007720","대명코퍼레이션","코스닥","유통",2030,-55,204624913500,"2019-09-20","-",2075,"-","-","1,022","2.03",0,0,513,NA
"667","054050","농우바이오","코스닥","농림업",12700,-150,203588124700,"2019-09-20","-",12800,"1,850","6.92","14,207","0.9",350,2.73,209,NA
"668","001530","DI동일","코스피","유통업",83900,900,203157138000,"2019-09-20","-",82900,"14","5,921.43","198,666","0.42",1500,1.81,1790,NA
"669","214390","경보제약","코스피","의약품",8490,20,202969241400,"2019-09-20","-",8570,"549","15.61","6,233","1.37",200,2.33,1691,NA
"670","115180","큐리언트","코스닥","기타서비스",23500,-300,201958201000,"2019-09-20","-",23650,"-","-","4,074","5.81",0,0,984,NA
"671","004150","한솔홀딩스","코스피","금융업",4270,-60,201474309330,"2019-09-20","-",4380,"-","-","8,673","0.51",0,0,1833,NA
"672","138490","코오롱플라스틱","코스피","화학",5300,10,2.014e+11,"2019-09-20","-",5350,"323","16.56","5,189","1.03",120,2.24,1682,NA
"673","214870","뉴지랩","코스닥","IT H/W",8120,0,201218886120,"2019-09-20","-",8230,"-","-","2,184","3.77",0,0,891,NA
"674","046440","KG모빌리언스","코스닥","IT S/W & SVC",6720,-90,200974751040,"2019-09-20","-",6380,"418","15.26","7,146","0.89",200,3.13,173,NA
"675","052330","코텍","코스닥","IT H/W",12900,0,200911720800,"2019-09-20","-",12950,"2,357","5.49","18,607","0.7",400,3.09,194,NA
"676","191420","테고사이언스","코스닥","제약",24800,300,200523723200,"2019-09-20","-",24900,"-","-","5,781","4.31",0,0,889,NA
"677","195990","유지인트","코스닥","기계·장비",1230,-50,200119830270,"2019-09-20","-",1365,"-","-","1,085","1.26",0,0,1132,NA
"678","087010","펩트론","코스닥","제약",13000,500,199244500000,"2019-09-20","-",12650,"-","-","2,943","4.3",0,0,1259,NA
"679","228850","레이언스","코스닥","의료·정밀기기",12000,0,199092168000,"2019-09-20","-",12100,"984","12.3","10,962","1.1",100,0.83,445,NA
"680","018120","진로발효","코스닥","음식료·담배",30000,-100,198633600000,"2019-09-20","-",30000,"1,875","16","13,385","2.24",1200,4,1168,NA
"681","090360","로보스타","코스닥","기계·장비",20350,50,198412500000,"2019-09-20","-",20750,"-","-","10,541","1.97",50,0.24,616,NA
"682","194370","제이에스코퍼레이션","코스피","기타제조",14850,-50,198033674850,"2019-09-20","-",15050,"457","32.93","11,633","1.29",450,2.99,1882,NA
"683","095190","이엠코리아","코스닥","기계·장비",5450,200,198013236800,"2019-09-20","-",5530,"-","-","2,360","2.34",0,0,1266,NA
"684","008700","아남전자","코스피","전기전자",2555,65,197053915100,"2019-09-20","-",2520,"-","-","712","3.54",0,0,1524,NA
"685","073490","이노와이어리스","코스닥","IT H/W",32800,-550,1.96882e+11,"2019-09-20","-",33000,"36","916.67","11,179","2.95",0,0,275,NA
"686","052710","아모텍","코스닥","IT H/W",20150,50,196329630900,"2019-09-20","-",20100,"730","27.53","20,260","0.99",0,0,199,NA
"687","016610","DB금융투자","코스피","금융업",4605,15,195465621345,"2019-09-20","-",4630,"1,312","3.53","15,495","0.3",250,5.4,1575,NA
"688","000700","유수홀딩스","코스피","서비스업",7500,150,195313590000,"2019-09-20","-",7370,"361","20.42","8,396","0.88",0,0,1385,NA
"689","014580","백광소재","코스피","비금속광물",7070,570,195012517000,"2019-09-20","-",7040,"142","49.58","4,734","1.49",100,1.42,2230,NA
"690","023910","대한약품","코스닥","제약",32450,-50,1.947e+11,"2019-09-20","-",32600,"4,753","6.86","23,394","1.39",300,0.92,89,NA
"691","005680","삼영전자","코스피","전기전자",9720,90,1.944e+11,"2019-09-20","-",9600,"757","12.68","24,024","0.4",250,2.6,1480,NA
"692","036580","팜스코","코스피","음식료품",5290,90,194290818470,"2019-09-20","-",5340,"105","50.86","8,326","0.64",50,0.94,1844,NA
"693","267850","아시아나IDT","코스피","서비스업",17500,-150,1.9425e+11,"2019-09-20","-",17950,"1,542","11.64","13,924","1.29",500,2.79,1804,NA
"694","030960","양지사","코스닥","출판·매체복제",12150,-50,1.94157e+11,"2019-09-20","-",12300,"190","64.74","4,179","2.94",50,0.41,33,NA
"695","053610","프로텍","코스닥","IT H/W",17650,0,1.9415e+11,"2019-09-20","-",17900,"2,728","6.56","16,437","1.09",300,1.68,1013,NA
"696","077970","STX엔진","코스피","기계",8430,-30,193965060720,"2019-09-20","-",8230,"1,213","6.78","7,999","1.03",0,0,1645,NA
"697","005960","동부건설","코스피","건설업",9250,-90,193162977000,"2019-09-20","-",9350,"3,507","2.67","17,157","0.54",300,3.21,1907,NA
"698","003200","일신방직","코스피","섬유의복",80200,-500,1.9248e+11,"2019-09-20","-",80200,"9,206","8.71","293,527","0.27",2000,2.49,1443,NA
"699","054620","APS홀딩스","코스닥","금융",9420,-680,192113561820,"2019-09-20","-",10400,"64","162.5","11,083","0.94",0,0,214,NA
"700","203690","프로스테믹스","코스닥","제약",4190,30,191384535000,"2019-09-20","-",4175,"-","-","703","5.94",0,0,930,NA
"701","059090","미코","코스닥","IT H/W",6110,440,191344444330,"2019-09-20","-",5750,"452","12.72","2,720","2.11",40,0.7,525,NA
