"","종목코드","종목명","시장구분","산업분류","현재가.종가.","전일대비","시가총액.원.","일자","관리여부","종가","EPS","PER","BPS","PBR","주당배당금","배당수익률","게시물..일련번호","총카운트"
"991","002140","고려산업","코스피","음식료품",4885,-60,121829091125,"2019-09-20","-",4750,"160","29.69","3,714","1.28",30,0.63,2219,NA
"992","040350","큐로컴","코스닥","IT S/W & SVC",1110,5,121722245910,"2019-09-20","-",1120,"-","-","589","1.9",0,0,561,NA
"993","069920","아이에스이커머스","코스닥","유통",4770,20,121702223610,"2019-09-20","-",4600,"-","-","2,446","1.88",0,0,265,NA
"994","149950","아바텍","코스닥","IT H/W",7790,40,121582425000,"2019-09-20","-",7850,"510","15.39","8,779","0.89",100,1.27,395,NA
"995","069110","코스온","코스닥","화학",6500,-10,121531546500,"2019-09-20","-",6490,"-","-","4,904","1.32",0,0,724,NA
"996","013990","아가방컴퍼니","코스닥","유통",3690,170,121355007840,"2019-09-20","-",3475,"-","-","4,593","0.76",0,0,70,NA
"997","290720","푸드나무","코스닥","유통",17800,300,121147405200,"2019-09-20","-",17700,"1,058","16.73","7,046","2.51",100,0.56,482,NA
"998","015710","코콤","코스닥","IT H/W",6900,20,120960450000,"2019-09-20","-",6900,"836","8.25","6,451","1.07",195,2.83,75,NA
"999","100130","동국S&C","코스닥","금속",2115,10,120857445000,"2019-09-20","-",2115,"-","-","4,486","0.47",80,3.78,858,NA
"1000","089230","THE E&M","코스닥","IT S/W & SVC",1100,-5,120605327700,"2019-09-20","-",1130,"199","5.68","277","4.08",0,0,1141,NA
"1001","227840","현대코퍼레이션홀딩스","코스피","유통업",13250,50,120586077000,"2019-09-20","-",13500,"513","26.32","18,415","0.73",500,3.7,1694,NA
"1002","039860","나노엔텍","코스닥","의료·정밀기기",4585,10,120552442150,"2019-09-20","-",4550,"129","35.27","1,337","3.4",0,0,154,NA
"1003","011150","CJ씨푸드","코스피","음식료품",3355,40,120547743415,"2019-09-20","-",3425,"60","57.08","1,710","2",0,0,1939,NA
"1004","015590","큐로","코스피","기계",900,104,120404470500,"2019-09-20","-",784,"-","-","558","1.41",0,0,1904,NA
"1005","001840","이화공영","코스닥","건설",6070,-140,120220963200,"2019-09-20","-",6110,"24","254.58","2,164","2.82",20,0.33,660,NA
"1006","038680","에스넷","코스닥","IT S/W & SVC",7470,-100,120081856050,"2019-09-20","-",7660,"300","25.53","4,302","1.78",100,1.31,876,NA
"1007","004650","창해에탄올","코스닥","음식료·담배",13050,50,119941049250,"2019-09-20","-",13100,"460","28.48","11,519","1.14",600,4.58,47,NA
"1008","027360","아주IB투자","코스닥","금융",1010,10,119901190500,"2019-09-20","-",1015,"107","9.49","1,313","0.77",25,2.46,101,NA
"1009","299910","베스파","코스닥","IT S/W & SVC",14950,-100,119846988950,"2019-09-20","-",15000,"-","-","11,347","1.32",0,0,915,NA
"1010","040420","정상제이엘에스","코스닥","기타서비스",7640,-70,119776497280,"2019-09-20","-",7690,"239","32.18","3,943","1.95",430,5.59,157,NA
"1011","083640","인콘","코스닥","IT H/W",1615,0,119722248145,"2019-09-20","-",1640,"-","-","770","2.13",0,0,1043,NA
"1012","289010","아이스크림에듀","코스닥","출판·매체복제",9470,-90,119675903370,"2019-09-20","-",9470,"990","9.57","4,349","2.18",0,0,948,NA
"1013","187420","제노포커스","코스닥","제약",5540,-40,119308681020,"2019-09-20","-",5690,"-","-","2,762","2.06",0,0,411,NA
"1014","038160","팍스넷","코스닥","금융",10750,-1500,119083350750,"2019-09-20","-",11350,"-","-","3,800","2.99",0,0,941,NA
"1015","002070","남영비비안","코스피","섬유의복",17300,150,118815448500,"2019-09-20","-",17800,"-","-","17,736","1",200,1.12,1903,NA
"1016","210540","디와이파워","코스피","기계",10750,-50,118698361000,"2019-09-20","-",10800,"2,311","4.67","13,601","0.79",200,1.85,1690,NA
"1017","234920","자이글","코스닥","일반전기전자",8760,-60,118530771600,"2019-09-20","-",8850,"-","-","6,077","1.46",0,0,447,NA
"1018","012800","대창","코스피","철강금속",1300,-25,118482648700,"2019-09-20","-",1310,"128","10.23","2,013","0.65",30,2.29,1825,NA
"1019","137400","피엔티","코스닥","기계·장비",6680,-190,118432572360,"2019-09-20","-",6680,"114","58.6","4,370","1.53",0,0,29,NA
"1020","025620","제이준코스메틱","코스피","화학",4460,60,118297860640,"2019-09-20","-",4385,"-","-","4,764","0.92",0,0,1716,NA
"1021","019440","세아특수강","코스피","철강금속",13800,-50,1.18266e+11,"2019-09-20","-",13800,"1,325","10.42","36,804","0.37",900,6.52,1590,NA
"1022","010690","화신","코스피","운수장비",3385,230,118205587850,"2019-09-20","-",3030,"-","-","8,395","0.36",25,0.83,1544,NA
"1023","160550","NEW","코스닥","오락·문화",4235,105,118182358910,"2019-09-20","-",4090,"-","-","4,223","0.97",0,0,400,NA
"1024","037070","파세코","코스닥","일반전기전자",8410,70,1.1774e+11,"2019-09-20","-",8490,"340","24.97","4,998","1.7",200,2.36,818,NA
"1025","006980","우성사료","코스피","음식료품",3810,80,1.17729e+11,"2019-09-20","-",4045,"-","-","5,157","0.78",0,0,2225,NA
"1026","151860","KG ETS","코스닥","기타서비스",3260,-25,1.1736e+11,"2019-09-20","-",3315,"317","10.46","4,170","0.79",100,3.02,396,NA
"1027","054210","이랜텍","코스닥","IT H/W",5330,10,117182352560,"2019-09-20","-",5300,"-","-","6,884","0.77",0,0,1024,NA
"1028","035000","지투알","코스피","서비스업",7070,-40,117131581630,"2019-09-20","-",7150,"1,129","6.33","10,167","0.7",250,3.5,1615,NA
"1029","204990","현성바이탈","코스닥","음식료·담배",3700,40,117105455100,"2019-09-20","-",3820,"-","-","1,706","2.24",0,0,1052,NA
"1030","105840","우진","코스피","의료정밀",5820,-150,117091398540,"2019-09-20","-",5890,"-","-","6,329","0.93",0,0,1948,NA
"1031","044960","이글벳","코스닥","유통",9230,290,116684580090,"2019-09-20","-",10650,"85","125.29","2,733","3.9",20,0.19,1336,NA
"1032","091580","상신이디피","코스닥","IT H/W",9210,-270,116645110500,"2019-09-20","-",9570,"701","13.65","4,533","2.11",70,0.73,733,NA
"1033","016100","리더스코스메틱","코스닥","화학",6410,210,116581323740,"2019-09-20","-",6340,"-","-","4,203","1.51",0,0,1166,NA
"1034","049180","셀루메드","코스닥","제약",5620,50,116513452220,"2019-09-20","-",5720,"-","-","1,292","4.43",0,0,965,NA
"1035","010960","삼호개발","코스피","건설업",4625,-10,1.15625e+11,"2019-09-20","-",4645,"855","5.43","7,189","0.65",160,3.44,1547,NA
"1036","046120","오르비텍","코스닥","기타서비스",4850,-60,115384279050,"2019-09-20","-",4880,"149","32.75","2,851","1.71",0,0,706,NA
"1037","073570","WI","코스닥","IT H/W",8100,0,115358013000,"2019-09-20","-",8240,"-","-","2,435","3.38",0,0,957,NA
"1038","263770","유에스티","코스닥","금속",4865,-55,115301336780,"2019-09-20","-",4815,"51","94.41","1,850","2.6",0,0,774,NA
"1039","027390","한화갤러리아타임월드","코스피","유통업",19200,150,115202515200,"2019-09-20","-",18550,"1,619","11.46","36,650","0.51",300,1.62,1799,NA
"1040","010600","웰바이오텍","코스피","유통업",2730,-60,115198686330,"2019-09-20","-",2860,"-","-","2,020","1.42",0,0,1892,NA
"1041","035620","바른손이앤에이","코스닥","IT S/W & SVC",1630,-40,115098013140,"2019-09-20","-",1715,"1,253","1.37","1,315","1.3",0,0,874,NA
"1042","100660","서암기계공업","코스닥","기계·장비",9130,-410,1.15038e+11,"2019-09-20","-",8230,"273","30.15","4,760","1.73",50,0.61,1009,NA
"1043","109610","에스와이","코스닥","금속",4610,10,115016480450,"2019-09-20","-",4590,"60","76.5","4,478","1.03",0,0,742,NA
"1044","019550","SBI인베스트먼트","코스닥","금융",708,-3,114743135100,"2019-09-20","-",711,"16","44.44","514","1.38",0,0,80,NA
"1045","032560","황금에스티","코스피","철강금속",8180,-120,1.1452e+11,"2019-09-20","-",8230,"1,038","7.93","16,519","0.5",50,0.61,1739,NA
"1046","009200","무림페이퍼","코스피","종이목재",2750,-10,114425602500,"2019-09-20","-",2775,"833","3.33","10,793","0.26",50,1.8,1531,NA
"1047","005420","코스모화학","코스피","화학",7090,-20,114225749250,"2019-09-20","-",7320,"-","-","6,236","1.17",0,0,1930,NA
"1048","053300","한국정보인증","코스닥","IT S/W & SVC",3650,-55,113752250000,"2019-09-20","-",3710,"252","14.72","2,565","1.45",80,2.16,205,NA
"1049","066980","브레인콘텐츠","코스닥","IT S/W & SVC",718,3,113744325758,"2019-09-20","-",731,"-","-","640","1.14",0,0,251,NA
"1050","025560","미래산업","코스피","의료정밀",179,1,113632493600,"2019-09-20","-",181,"-","-","75","2.41",0,0,1886,NA
"1051","023000","삼원강재","코스피","운수장비",2840,0,1.136e+11,"2019-09-20","-",2835,"298","9.51","5,116","0.55",115,4.06,1594,NA
"1052","020760","일진디스플","코스피","전기전자",4010,15,113540904400,"2019-09-20","-",4030,"59","68.31","2,860","1.41",50,1.24,1592,NA
"1053","001550","조비","코스피","화학",21850,-250,113450422150,"2019-09-20","-",22000,"64","343.75","9,293","2.37",0,0,1407,NA
"1054","022220","정산애강","코스닥","화학",2190,20,113430128010,"2019-09-20","-",2195,"145","15.14","1,383","1.59",0,0,85,NA
"1055","047400","유니온머티리얼","코스피","비금속광물",2695,-55,1.1319e+11,"2019-09-20","-",2730,"-","-","1,863","1.47",35,1.28,1831,NA
"1056","055490","테이팩스","코스피","화학",23950,150,112987717500,"2019-09-20","-",23900,"1,081","22.11","19,740","1.21",0,0,1630,NA
"1057","082740","HSD엔진","코스피","기계",3425,45,112843961350,"2019-09-20","-",3485,"-","-","7,012","0.5",0,0,1647,NA
"1058","094280","효성ITX","코스피","서비스업",9760,0,112808032000,"2019-09-20","-",9810,"621","15.8","3,844","2.55",500,5.1,1657,NA
"1059","088910","동우팜투테이블","코스닥","음식료·담배",4360,230,112626491040,"2019-09-20","-",4410,"705","6.26","7,301","0.6",50,1.13,1325,NA
"1060","004840","DRB동일","코스피","금융업",5640,110,112405200000,"2019-09-20","-",5460,"307","17.79","17,183","0.32",110,2.01,1781,NA
"1061","006910","보성파워텍","코스닥","금속",2450,-95,112344061550,"2019-09-20","-",2485,"-","-","1,710","1.45",0,0,1330,NA
"1062","001140","카리스국보","코스피","운수창고업",5600,30,112296380000,"2019-09-20","-",5650,"-","-","806","7.01",0,0,1360,NA
"1063","033530","세종공업","코스피","운수장비",4975,155,112208199700,"2019-09-20","-",4765,"-","-","17,522","0.27",50,1.05,1758,NA
"1064","049520","유아이엘","코스닥","IT H/W",5150,70,112192420400,"2019-09-20","-",5080,"445","11.42","7,708","0.66",400,7.87,899,NA
"1065","065510","휴비츠","코스닥","의료·정밀기기",9440,80,112174302240,"2019-09-20","-",9550,"611","15.63","7,061","1.35",150,1.57,238,NA
"1066","101330","모베이스","코스닥","IT H/W",4675,-25,112004528900,"2019-09-20","-",4775,"887","5.38","9,374","0.51",100,2.09,739,NA
"1067","120030","조선선재","코스피","기계",89000,-900,111930939000,"2019-09-20","-",89900,"10,397","8.65","81,594","1.1",1500,1.67,1671,NA
"1068","130660","한전산업","코스피","서비스업",3430,-15,1.11818e+11,"2019-09-20","-",3405,"371","9.18","2,312","1.47",169,4.96,2181,NA
"1069","226360","이엑스티","코스닥","건설",4130,45,111603230620,"2019-09-20","-",3980,"120","33.17","1,472","2.7",60,1.51,543,NA
"1070","035610","솔본","코스닥","기타서비스",4080,30,111571667760,"2019-09-20","-",4095,"434","9.44","5,074","0.81",0,0,127,NA
"1071","056080","유진로봇","코스닥","기계·장비",2970,-50,111411091440,"2019-09-20","-",3000,"-","-","1,867","1.61",0,0,218,NA
"1072","019660","글로본","코스닥","유통",3830,180,111388410880,"2019-09-20","-",3330,"62","53.71","1,000","3.33",0,0,799,NA
"1073","048870","시너지이노베이션","코스닥","의료·정밀기기",1775,0,111114094750,"2019-09-20","-",1810,"-","-","937","1.93",0,0,1321,NA
"1074","093190","빅솔론","코스닥","IT H/W",5750,0,110623703750,"2019-09-20","-",5750,"809","7.11","7,576","0.76",180,3.13,320,NA
"1075","051360","토비스","코스닥","IT H/W",6600,-50,110332582800,"2019-09-20","-",6720,"1,234","5.45","10,604","0.63",200,2.98,189,NA
"1076","026040","제이에스티나","코스닥","기타 제조",6680,-120,110245317200,"2019-09-20","-",6620,"16","413.75","4,329","1.53",50,0.76,527,NA
"1077","101160","월덱스","코스닥","IT H/W",6670,110,110128323310,"2019-09-20","-",6740,"1,064","6.33","4,308","1.56",50,0.74,738,NA
"1078","002700","신일산업","코스피","유통업",1550,-35,110123657550,"2019-09-20","-",1575,"166","9.49","938","1.68",25,1.59,1433,NA
"1079","013310","아진산업","코스닥","운송장비·부품",3100,130,110090231800,"2019-09-20","-",2940,"-","-","5,676","0.52",0,0,1332,NA
"1080","053280","예스24","코스닥","IT S/W & SVC",6400,50,1.1008e+11,"2019-09-20","-",6550,"-","-","3,901","1.68",120,1.83,564,NA
"1081","033250","체시스","코스피","운수장비",4580,0,1.0992e+11,"2019-09-20","-",4170,"-","-","1,186","3.52",0,0,1358,NA
"1082","264900","크라운제과","코스피","음식료품",8770,10,109834164500,"2019-09-20","-",8700,"1,029","8.45","9,640","0.9",250,2.87,1698,NA
"1083","039340","한국경제TV","코스닥","통신방송서비스",4770,-50,1.0971e+11,"2019-09-20","-",4910,"645","7.61","4,737","1.04",100,2.04,149,NA
"1084","033130","디지틀조선","코스닥","IT S/W & SVC",2940,-25,109118884980,"2019-09-20","-",2955,"139","21.26","1,974","1.5",40,1.35,827,NA
"1085","016790","현대사료","코스닥","음식료·담배",17700,300,108863602200,"2019-09-20","-",18600,"-","-","9,239","2.01",100,0.54,672,NA
"1086","009470","삼화전기","코스피","전기전자",16450,350,108797339000,"2019-09-20","-",16400,"845","19.41","6,416","2.56",100,0.61,1536,NA
"1087","065060","지엔코","코스닥","섬유·의류",1110,5,108788928840,"2019-09-20","-",1145,"-","-","1,178","0.97",0,0,239,NA
"1088","250930","예선테크","코스닥","화학",3485,-35,108768379915,"2019-09-20","-",3520,"-","-","-","-",0,0,1349,NA
"1089","036670","KCI","코스닥","화학",9650,-140,108755500000,"2019-09-20","-",9800,"826","11.86","4,927","1.99",180,1.84,135,NA
"1090","102120","어보브반도체","코스닥","IT H/W",6220,40,108599041660,"2019-09-20","-",6370,"497","12.82","4,517","1.41",90,1.41,740,NA
"1091","109960","에이프로젠 H&G","코스닥","유통",607,-5,108467996719,"2019-09-20","-",613,"71","8.63","1,217","0.5",0,0,355,NA
"1092","034940","조아제약","코스닥","제약",3815,15,108003531265,"2019-09-20","-",3855,"23","167.61","1,906","2.02",0,0,122,NA
"1093","111110","호전실업","코스피","섬유의복",13500,-300,1.08e+11,"2019-09-20","-",13900,"589","23.6","14,578","0.95",250,1.8,1668,NA
"1094","079940","가비아","코스닥","IT S/W & SVC",7920,-80,107202617280,"2019-09-20","-",8080,"576","14.03","4,640","1.74",30,0.37,286,NA
"1095","013870","지엠비코리아","코스피","운수장비",5620,210,107186213600,"2019-09-20","-",5440,"7","777.14","11,678","0.47",30,0.55,1724,NA
"1096","083310","엘오티베큠","코스닥","IT H/W",8080,80,107126708480,"2019-09-20","-",7910,"1,266","6.25","9,165","0.86",30,0.38,295,NA
"1097","092440","기신정기","코스피","기계",3665,-20,1.07018e+11,"2019-09-20","-",3705,"516","7.18","8,001","0.46",150,4.05,1769,NA
"1098","133820","화인베스틸","코스피","철강금속",3620,-15,1.06971e+11,"2019-09-20","-",3535,"67","52.76","3,410","1.04",0,0,1678,NA
"1099","173940","에프엔씨엔터","코스닥","오락·문화",7440,30,106874707200,"2019-09-20","-",7460,"-","-","4,501","1.66",0,0,405,NA
"1100","016090","대현","코스피","섬유의복",2410,10,106720367100,"2019-09-20","-",2420,"338","7.16","4,192","0.58",80,3.31,1571,NA
"1101","200780","비씨월드제약","코스닥","제약",13300,-100,106510629400,"2019-09-20","-",13700,"1,128","12.15","11,162","1.23",100,0.73,760,NA
"1102","058430","포스코강판","코스피","철강금속",17750,-100,1.065e+11,"2019-09-20","-",18100,"1,891","9.57","36,515","0.5",500,2.76,1631,NA
"1103","104460","동양피엔에프","코스닥","기계·장비",9940,20,106493432500,"2019-09-20","-",9880,"1,056","9.36","4,563","2.17",150,1.52,530,NA
"1104","255220","SG","코스닥","비금속",2910,45,106441339800,"2019-09-20","-",2810,"299","9.4","1,653","1.7",60,2.14,1133,NA
"1105","017040","광명전기","코스피","전기전자",2455,-60,106393844825,"2019-09-20","-",2520,"60","42","2,078","1.21",0,0,1579,NA
"1106","117670","알파홀딩스","코스닥","IT H/W",7450,130,106303364600,"2019-09-20","-",7410,"-","-","3,650","2.03",0,0,814,NA
"1107","065150","MP그룹","코스닥","유통",1315,0,106263055205,"2019-09-20","관리종목",1315,"-","-","224","5.87",0,0,614,NA
"1108","091590","남화토건","코스닥","건설",9050,-50,1.06247e+11,"2019-09-20","-",9000,"50","180","10,942","0.82",70,0.78,734,NA
"1109","002880","대유에이텍","코스피","운수장비",993,16,106167575091,"2019-09-20","-",976,"-","-","898","1.09",0,0,1826,NA
"1110","060560","홈센타홀딩스","코스닥","유통",1245,0,105965706165,"2019-09-20","-",1190,"-","-","952","1.25",0,0,720,NA
"1111","003160","디아이","코스피","의료정밀",3360,-5,105829197600,"2019-09-20","-",3440,"363","9.48","4,303","0.8",50,1.45,1442,NA
"1112","144620","코오롱머티리얼","코스피","화학",1540,10,105734297900,"2019-09-20","-",1555,"-","-","1,160","1.34",0,0,1822,NA
"1113","290740","액트로","코스닥","IT H/W",10550,50,105647816050,"2019-09-20","-",10850,"1,656","6.55","6,361","1.71",400,3.69,883,NA
"1114","118990","모트렉스","코스닥","운송장비·부품",3875,545,105595861875,"2019-09-20","-",3360,"53","63.4","4,503","0.75",0,0,366,NA
"1115","025750","한솔홈데코","코스피","종이목재",1310,-20,105540345190,"2019-09-20","-",1335,"145","9.21","2,006","0.67",20,1.5,1603,NA
"1116","017180","명문제약","코스피","의약품",4300,-10,1.05522e+11,"2019-09-20","-",4345,"41","105.98","3,654","1.19",0,0,1580,NA
"1117","023760","한국캐피탈","코스닥","금융",626,-5,105299194576,"2019-09-20","-",629,"102","6.17","1,520","0.41",20,3.18,87,NA
"1118","225330","씨엠에스에듀","코스닥","기타서비스",5650,50,105285648200,"2019-09-20","-",5670,"282","20.11","2,196","2.58",260,4.59,911,NA
"1119","005870","휴니드","코스피","전기전자",7450,60,105164311750,"2019-09-20","-",7480,"1,590","4.7","7,710","0.97",0,0,1488,NA
"1120","090850","이지웰페어","코스닥","기타서비스",9560,110,105075002040,"2019-09-20","-",9630,"209","46.08","2,750","3.5",60,0.62,1142,NA
"1121","032820","우리기술","코스닥","일반전기전자",1085,-45,104603556680,"2019-09-20","-",1110,"-","-","388","2.86",0,0,1313,NA
"1122","289080","SV인베스트먼트","코스닥","금융",1960,50,104338640000,"2019-09-20","-",1975,"157","12.58","1,115","1.77",120,6.08,865,NA
"1123","003100","선광","코스닥","운송",15800,100,1.0428e+11,"2019-09-20","-",15850,"1,645","9.64","45,898","0.35",400,2.52,45,NA
"1124","060230","이그잭스","코스닥","IT H/W",1460,10,104264441460,"2019-09-20","-",1500,"-","-","640","2.34",0,0,719,NA
"1125","101140","비티원","코스피","유통업",3095,-15,104182624145,"2019-09-20","-",3145,"73","43.08","805","3.91",0,0,1815,NA
"1126","085310","엔케이","코스피","기계",1300,25,103978357600,"2019-09-20","-",1270,"-","-","1,511","0.84",0,0,1726,NA
"1127","014280","금강공업","코스피","철강금속",4250,15,103792305750,"2019-09-20","-",4250,"653","6.51","11,452","0.37",100,2.35,1899,NA
"1128","000650","천일고속","코스피","운수창고업",72500,700,103618450000,"2019-09-20","-",71100,"-","-","43,299","1.64",6000,8.44,1856,NA
"1129","089140","넥스턴","코스닥","비금속",8740,40,103538584800,"2019-09-20","-",8870,"519","17.09","8,063","1.1",100,1.13,310,NA
"1130","009300","삼아제약","코스닥","제약",16250,0,103512500000,"2019-09-20","-",16450,"1,442","11.41","25,259","0.65",250,1.52,59,NA
"1131","012160","영흥철강","코스피","철강금속",1205,-20,103420943345,"2019-09-20","-",1205,"-","-","1,937","0.62",10,0.83,1554,NA
"1132","027710","팜스토리","코스닥","음식료·담배",1170,30,103366494270,"2019-09-20","-",1195,"-","-","1,683","0.71",0,0,1176,NA
"1133","001070","대한방직","코스피","섬유의복",19500,50,1.0335e+11,"2019-09-20","-",19900,"3,024","6.58","33,400","0.6",300,1.51,1393,NA
"1134","086960","한컴MDS","코스닥","IT S/W & SVC",11700,50,103294713600,"2019-09-20","-",11600,"733","15.83","12,218","0.95",250,2.16,306,NA
"1135","066360","체리부로","코스닥","음식료·담배",3705,70,103267127145,"2019-09-20","-",3980,"-","-","3,394","1.17",50,1.26,1139,NA
"1136","101000","상상인인더스트리","코스닥","기계·장비",2435,-15,102917812270,"2019-09-20","-",2600,"-","-","726","3.58",0,0,18,NA
"1137","300080","플리토","코스닥","IT S/W & SVC",19850,-200,102898648350,"2019-09-20","-",20500,"-","-","-","-",0,0,1018,NA
"1138","093920","서원인텍","코스닥","IT H/W",5530,80,1.02858e+11,"2019-09-20","-",5470,"260","21.04","8,229","0.66",300,5.48,323,NA
"1139","020710","시공테크","코스닥","기타서비스",5130,-30,102846086100,"2019-09-20","-",5160,"73","70.68","4,712","1.1",20,0.39,83,NA
"1140","234300","에스트래픽","코스닥","IT S/W & SVC",8610,-190,102641359800,"2019-09-20","-",8740,"-","-","3,383","2.58",0,0,769,NA
"1141","034300","신세계건설","코스피","건설업",25650,50,1.026e+11,"2019-09-20","-",26000,"10,769","2.41","48,912","0.53",750,2.88,1613,NA
"1142","038060","루멘스","코스닥","IT H/W",2170,30,102590621280,"2019-09-20","-",2210,"-","-","3,788","0.58",0,0,145,NA
"1143","038460","바이오스마트","코스닥","IT H/W",5110,110,102274575340,"2019-09-20","-",5170,"267","19.36","4,029","1.28",0,0,994,NA
"1144","002630","오리엔트바이오","코스피","의약품",446,0,101926656384,"2019-09-20","-",455,"-","-","283","1.61",0,0,1765,NA
"1145","009070","KCTC","코스피","운수창고업",3395,-25,1.0185e+11,"2019-09-20","-",3325,"241","13.8","6,277","0.53",45,1.35,1527,NA
"1146","003580","넥스트사이언스","코스피","광업",4330,-130,101671166870,"2019-09-20","-",4760,"-","-","3,056","1.56",0,0,1756,NA
"1147","024060","흥구석유","코스닥","유통",6760,-250,1.014e+11,"2019-09-20","-",6960,"163","42.7","4,696","1.48",120,1.72,1320,NA
"1148","242040","나무기술","코스닥","출판·매체복제",3480,-70,101399613600,"2019-09-20","-",3545,"-","-","462","7.67",0,0,841,NA
"1149","053690","한미글로벌","코스피","서비스업",9250,-130,101357337500,"2019-09-20","-",9370,"697","13.44","8,973","1.04",200,2.13,1629,NA
"1150","215100","로보로보","코스닥","IT S/W & SVC",5690,0,101273203260,"2019-09-20","-",5540,"148","37.43","1,416","3.91",29,0.52,931,NA
"1151","100220","비상교육","코스피","서비스업",7790,-180,101244612390,"2019-09-20","-",7970,"199","40.05","15,926","0.5",200,2.51,1829,NA
"1152","063170","서울옥션","코스닥","유통",5980,40,101166650000,"2019-09-20","-",6040,"463","13.05","4,484","1.35",100,1.66,235,NA
"1153","092200","디아이씨","코스피","운수장비",2595,10,100915836555,"2019-09-20","-",2585,"-","-","5,876","0.44",50,1.93,1935,NA
"1154","091970","나노캠텍","코스닥","화학",4205,0,100835067410,"2019-09-20","-",4345,"55","79","3,076","1.41",0,0,1104,NA
"1155","258610","이더블유케이","코스닥","금속",13650,-150,100749885600,"2019-09-20","-",13700,"393","34.86","3,278","4.18",0,0,1035,NA
"1156","137940","넥스트아이","코스닥","의료·정밀기기",1305,10,100636605765,"2019-09-20","-",1335,"-","-","1,074","1.24",7,0.52,512,NA
"1157","049480","오픈베이스","코스닥","IT S/W & SVC",3190,-25,100237401770,"2019-09-20","-",3140,"-","-","2,016","1.56",15,0.48,898,NA
"1158","120240","대정화금","코스닥","화학",14100,100,100115513100,"2019-09-20","-",14350,"1,501","9.56","16,125","0.89",300,2.09,369,NA
"1159","241790","오션브릿지","코스닥","IT H/W",10500,250,100001076000,"2019-09-20","-",10400,"1,482","7.02","5,608","1.85",400,3.85,872,NA
"1160","042040","케이피엠테크","코스닥","화학",1080,-5,99969159960,"2019-09-20","-",1115,"411","2.71","1,432","0.78",0,0,1210,NA
"1161","148250","알엔투테크놀로지","코스닥","IT H/W",14200,-400,99929901400,"2019-09-20","-",14600,"152","96.05","3,494","4.18",40,0.27,1143,NA
"1162","211270","AP위성","코스닥","IT H/W",6640,-260,99698298560,"2019-09-20","-",6990,"-","-","5,428","1.29",0,0,428,NA
"1163","217600","켐온","코스닥","기타서비스",1560,15,99623690400,"2019-09-20","-",1580,"14","112.86","533","2.96",0,0,765,NA
"1164","090740","연이정보통신","코스닥","IT H/W",6220,20,9.952e+10,"2019-09-20","-",6220,"157","39.62","3,470","1.79",0,0,498,NA
"1165","058730","다스코","코스피","기계",6450,0,9.933e+10,"2019-09-20","-",6350,"1,181","5.38","8,228","0.77",200,3.15,1633,NA
"1166","257370","명성티엔에스","코스닥","IT H/W",15550,350,99053500000,"2019-09-20","-",15200,"323","47.06","5,925","2.57",0,0,460,NA
"1167","008250","이건산업","코스피","종이목재",9040,-180,99011820400,"2019-09-20","-",8970,"648","13.84","16,355","0.55",200,2.23,1723,NA
"1168","004450","삼화왕관","코스피","기계",45950,-250,98993715050,"2019-09-20","-",46150,"5,327","8.66","64,479","0.72",1350,2.93,1862,NA
"1169","009780","엠에스씨","코스닥","음식료·담배",5620,10,9.8912e+10,"2019-09-20","-",5750,"608","9.46","4,577","1.26",60,1.04,60,NA
"1170","025440","대성엘텍","코스닥","일반전기전자",990,228,98664729570,"2019-09-20","-",738,"-","-","436","1.69",0,0,97,NA
"1171","009440","KC그린홀딩스","코스피","금융업",4395,55,98601737100,"2019-09-20","-",4335,"579","7.49","7,793","0.56",80,1.85,1534,NA
"1172","003080","성보화학","코스피","화학",4920,5,98498400000,"2019-09-20","-",4910,"309","15.89","7,677","0.64",210,4.28,1440,NA
"1173","067310","하나마이크론","코스닥","IT H/W",3880,-15,98438052160,"2019-09-20","-",3925,"63","62.3","5,893","0.67",60,1.53,888,NA
"1174","065170","넥스트BT","코스닥","유통",1590,5,98430579750,"2019-09-20","-",1635,"23","71.09","973","1.68",0,0,655,NA
"1175","067000","조이시티","코스닥","IT S/W & SVC",8350,100,98391348250,"2019-09-20","-",8400,"-","-","2,257","3.72",0,0,252,NA
"1176","014710","사조씨푸드","코스피","음식료품",5710,70,98317880530,"2019-09-20","-",5800,"733","7.91","12,758","0.45",70,1.21,1564,NA
"1177","042510","라온시큐어","코스닥","IT S/W & SVC",3090,-5,98291701080,"2019-09-20","-",3010,"117","25.73","613","4.91",0,0,548,NA
"1178","047080","한빛소프트","코스닥","IT S/W & SVC",3960,80,98128150560,"2019-09-20","-",3815,"-","-","501","7.61",0,0,175,NA
"1179","005800","신영와코루","코스피","섬유의복",109000,-500,9.81e+10,"2019-09-20","-",108500,"3,010","36.05","342,569","0.32",1500,1.38,1485,NA
"1180","065950","웰크론","코스닥","섬유·의류",3605,35,97929504155,"2019-09-20","-",3410,"222","15.36","2,297","1.48",0,0,950,NA
"1181","099750","이지케어텍","코스닥","출판·매체복제",15300,-400,97705800000,"2019-09-20","-",16050,"773","20.76","7,219","2.22",86,0.54,605,NA
"1182","288620","에스퓨얼셀","코스닥","일반전기전자",17000,650,97653372000,"2019-09-20","-",16850,"325","51.85","5,246","3.21",50,0.3,479,NA
"1183","053350","이니텍","코스닥","IT S/W & SVC",4930,-35,97569215880,"2019-09-20","-",5020,"-","-","6,261","0.8",20,0.4,206,NA
